,SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
6181,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,219.98,Central Wine Merchants,Chateau Leoville Las Cases-St.-Julien2015,USA
6182,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,219.99,America's Wine Shop,Chateau Leoville Las Cases-St.-Julien2015,USA
6183,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,228.0,European Wine Resource,2015Leoville Las Cases,USA
6184,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,228.98,"The Wine House, San Francisco","2015Chateau Leoville Las Cases Saint Julien,Saint-Julien",USA
6185,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,229.99,"Total Wine & More, S. Las Vegas Blvd","2015Chateau Leoville Las Cases StJulien,Bordeaux Blend,Saint-Julien,Bordeaux,France",USA
6186,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,229.99,"Total Wine & More, Sacramento Arden","2015Chateau Leoville Las Cases StJulien,Bordeaux Blend,Saint-Julien,Bordeaux,France",USA
6187,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,229.99,"Total Wine & More, Bellevue","2015Chateau Leoville Las Cases StJulien,Bordeaux Blend,Saint-Julien,Bordeaux,France",USA
6188,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,229.99,Schneiders of Capitol Hill,2015Leoville Las Cases,USA
6189,11492,Ch Leoville Lascases,2015,750ml,https://www.wine-searcher.com/find/ch+leoville+lascases/2015/-/-/u,230.0,City Wine Merchant,Chateau Leoville Las Cases StJulien2015,USA
6204,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,319.0,IronGate.Wine,1982Leoville Poyferre-750mL,USA
6207,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,331.99,Lynnway Liquor Mart,Leoville Poyferre19821982750ml,USA
6208,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,375.0,Guido's Wine,"Leoville Poyferre1982,750ml",USA
6209,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,392.0,The Redd Collection,1982Ch Leoville Poyferre,USA
6211,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,399.95,Crush Wine & Spirits,1982Chateau Leoville-Poyferre750ml,USA
6212,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,399.99,Chelsea Wine Vault,Chateau Leoville Poyferre-St.-Julien1982,USA
6213,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,425.0,67 Wine & Spirits NY,Chateau Leoville Poyferre-St.-Julien1982,USA
6214,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,425.0,Sokolin & Co.,1982Leoville Poyferre,USA
6217,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,469.99,K&L Wine Merchants,1982Leoville-Poyferre St-Julien,USA
6218,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,495.0,Grand Vin Wine Merchants US,Leoville Poyferre1982(750ML)Saint Julien,USA
6221,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,609.99,"Zachys Wine and Liquor, Inc.",Leoville Poyferre1982(750ML),USA
6222,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,626.75,Aabalat Fine & Rare Wines,"1982Leoville Poyferre StJulien,Red Blend",USA
6223,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,699.0,Acker Merrall & Condit New York Retail,1982Leoville Poyferre,USA
6224,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,795.0,FineWineCollector.com,"1982Ch.Leoville-Poyferre[Pristine],Bordeaux St.Julien",USA
6225,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,850.0,Grand Vin Wine Merchants US,Leoville Poyferre1982(1.5L)Saint Julien,USA
6227,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,1071.75,Aabalat Fine & Rare Wines,"1982Leoville Poyferre StJulien,Red Blend",USA
6228,11493,Ch Leoville Poyferre,1982,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1982/-/-/u,1125.0,Morrell & Company,"Leoville Poyferre StJulien19821.5L,Saint Julien",USA
6246,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,325.0,Belmont Wine Exchange LLC,1990Leoville Poyferre,USA
6249,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,350.0,Fine Wines International,"1990Chateau Leoville Poyferre,Saint-Julien,France750ml",USA
6252,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,373.0,The Redd Collection,1990Ch Leoville Poyferre,USA
6253,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,375.0,Hi-Time Wine Cellars,LEOVILLEPOYFERRE1990STJULIEN,USA
6255,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,399.0,Grand Vin Wine Merchants US,Leoville Poyferre1990(750ML)Saint Julien,USA
6256,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,413.55,Aabalat Fine & Rare Wines,"1990Leoville Poyferre StJulien,Red Blend",USA
6257,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,450.0,Morrell & Company,"Leoville Poyferre StJulien1990750ML,Saint Julien",USA
6258,11494,Ch Leoville Poyferre,1990,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1990/-/-/u,479.0,Sokolin & Co.,1990Leoville Poyferre(12-PackOWC),USA
6276,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,139.0,The Redd Collection,1996Ch Leoville Poyferre,USA
6280,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,170.0,Sokolin & Co.,1996Leoville Poyferre,USA
6282,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,178.0,Flickinger Wines,1996Ch.Leoville Poyferre St.Julien,USA
6284,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,180.0,Wally's Wine & Spirits,"1996Chateau Leoville Poyferre750mL,1996",USA
6285,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,184.95,Crush Wine & Spirits,1996Chateau Leoville-Poyferre750ml,USA
6288,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,244.99,67 Wine & Spirits NY,Chateau Leoville Poyferre-St.-Julien1996,USA
6293,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,375.0,Flickinger Wines,1996Ch.Leoville Poyferre St.Julien,USA
6294,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,379.95,Crush Wine & Spirits,1996Chateau Leoville-Poyferre1.5L,USA
6295,11495,Ch Leoville Poyferre,1996,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/1996/-/-/u,395.0,Hart Davis Hart Wine Co.,"1996Chateau Leoville Poyferre(1.5L),St-Julien,2mecruclasse",USA
6334,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,185.0,The Redd Collection,2000Ch Leoville Poyferre,USA
6341,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,195.0,Guido's Wine,"Leoville Poyferre2000,750ml",USA
6343,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,199.99,Mora's Fine Wine and Spirits,Chateau Leoville Poyferre St.Julien2000French Red Bordeaux Wine759mL,USA
6344,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,199.99,"Wine Library, Springfield, NJ","2000Chateau Leoville Poyferre,Blendfrom France,Bordeaux",USA
6345,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,200.0,Mt. Carmel Wine & Spirits Co.,2000Chateau Leoville Poyferre,USA
6346,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,205.0,Westgarth Wines,2000Leoville Poyferre,USA
6349,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,214.99,Grand Vin Wine Merchants US,Leoville Poyferre2000(750ML)Saint Julien,USA
6350,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,217.0,EC Cellars LLC,"2000Chateau Leoville Poyferre,Saint-Julien,France",USA
6352,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,219.0,Aabalat Fine & Rare Wines,"2000Leoville Poyferre StJulien,Red Blend",USA
6354,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,225.0,Millesima - USA,"Chateau Leoville Poyferre2000,Saint-Julien,Second Growth,Red",USA
6356,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,229.0,Sokolin & Co.,2000Leoville Poyferre,USA
6359,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,265.0,Pogo's Liquor Inc.,Chateau Leoville Poyferre-St.-Julien2000,USA
6360,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,269.99,Hi-Time Wine Cellars,LEOVILLEPOYFERRE2000STJULIEN,USA
6361,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,270.0,67 Wine & Spirits NY,Chateau Leoville Poyferre-St.-Julien2000,USA
6365,11496,Ch Leoville Poyferre,2000,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2000/-/-/u,500.0,Jwines.com,"Chateau Leoville Poyferre-Library Wine Collection2000,France",USA
6366,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,139.97,Wine.com,2009Chateau Leoville Poyferre,USA
6384,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,230.0,Westgarth Wines,2009Leoville Poyferre,USA
6386,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,234.0,The Redd Collection,2009Ch Leoville Poyferre,USA
6391,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,245.0,Vinfolio,2009Leoville Poyferre750ML,USA
6393,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,255.0,Belmont Wine Exchange LLC,2009Leoville Poyferre,USA
6400,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,265.0,European Wine Resource,2009Leoville Poyferre,USA
6401,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,265.0,"Manhattan Wine Company, LLC.",Chateau Leoville Poyferre-St.-Julien2009(750ml),USA
6402,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,279.0,Sokolin & Co.,2009Leoville Poyferre,USA
6403,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,279.99,Flask Fine Wine & Whisky,Chateau Leoville Poyferre-St.-Julien2009,USA
6404,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,289.99,K&L Wine Merchants,2009Leoville-Poyferre St-Julien,USA
6405,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,295.0,Morrell & Company,"Leoville Poyferre2009St.Julien750ML,Saint Julien",USA
6406,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,299.0,Grand Vin Wine Merchants US,Leoville Poyferre2009(750ML)Saint Julien,USA
6407,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,299.0,City Wine Merchant,Chateau Leoville-Poyferre Saint-Julien2009,USA
6409,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,300.0,Hi-Time Wine Cellars,LEOVILLEPOYFERRE2009STJULIEN,USA
6411,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,313.99,Plucky Wines,Chateau Leoville Poyferre-Chateau Leoville Poyferre2009(750ml),USA
6412,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,318.89,Aabalat Fine & Rare Wines,"2009Leoville Poyferre StJulien,Red Blend",USA
6413,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,319.2,WineMadeEasy.com (Prestige Wine),"Chateau Leoville-Poyferre,Saint-Julien2009/750ml.Medoc",USA
6414,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,338.34,Saratoga Wine Exchange,"2009Chateau Leoville Poyferre St.Julien,France,Bordeaux,Saint Julien",USA
6415,11497,Ch Leoville Poyferre,2009,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2009/-/-/u,349.99,Kendall FineWineSpirits,"2009Chateau Leoville Poyferre Saint Julien,France,Bordeaux,Haut Medoc,Red",USA
6419,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,109.95,Sherry-Lehmann,"Leoville Poyferre,(St.Julien)375ml,2010",USA
6428,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,134.0,Wine Cellarage,2010Chateau Leoville Poyferre Saint Julien Deuxieme Cru,USA
6435,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,139.0,The Redd Collection,2010Ch Leoville Poyferre,USA
6438,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,145.0,Vinfolio,2010Leoville Poyferre750ML,USA
6439,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,145.0,Flickinger Wines,2010Ch.Leoville Poyferre St.Julien,USA
6443,11498,Ch Leoville Poyferre,2010,750ml,https://www.wine-searcher.com/find/ch+leoville+poyferre/2010/-/-/u,148.0,Westgarth Wines,2010Leoville Poyferre,USA
